duration,protocol_type,service,flag,src_bytes,dst_bytes,class
0,tcp,private,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
3977,udp,other,SF,147,105,normal
0,tcp,http,SF,334,1066,normal
0,tcp,http,SF,282,8544,normal
0,tcp,private,RSTR,0,0,portsweep
0,udp,domain_u,SF,45,45,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,SF,205,882,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,udp,private,SF,105,0,normal
15,tcp,smtp,SF,1896,446,normal
0,tcp,time,S0,0,0,neptune
0,tcp,echo,S0,0,0,neptune
0,tcp,http,SF,301,960,normal
0,tcp,private,S0,0,0,neptune
2,tcp,smtp,SF,1054,332,normal
0,icmp,eco_i,SF,30,0,normal
0,tcp,http,SF,231,2507,normal
0,udp,other,SF,5,0,satan
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,204,50390,normal
0,tcp,http,REJ,0,0,neptune
0,tcp,telnet,S0,0,0,neptune
0,tcp,http,SF,233,13807,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,finger,S0,0,0,neptune
103,tcp,telnet,SF,179,24566,normal
0,icmp,eco_i,SF,8,0,ipsweep
1,tcp,private,RSTR,0,0,portsweep
0,tcp,http,SF,194,3563,normal
0,tcp,private,S0,0,0,neptune
0,udp,private,SF,105,145,normal
0,tcp,http,SF,322,1246,normal
0,tcp,telnet,S1,1151,8390,normal
31849,tcp,private,RSTR,1,0,portsweep
0,udp,private,SF,215,0,nmap
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,567,0,normal
0,tcp,uucp,S0,0,0,neptune
0,tcp,ftp_data,S0,0,0,neptune
0,udp,domain_u,SF,45,111,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,356,267,normal
0,udp,domain_u,SF,44,136,normal
0,tcp,ftp_data,SF,192,0,normal
0,tcp,smtp,SF,2433,330,normal
0,tcp,http,SF,198,2168,normal
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,1339,0,normal
1,tcp,smtp,SF,675,330,normal
0,tcp,finger,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,vmnet,REJ,0,0,neptune
0,tcp,ftp_data,S0,0,0,neptune
0,tcp,ftp_data,SF,0,61632,normal
0,udp,domain_u,SF,45,77,normal
0,udp,domain_u,SF,43,132,normal
0,tcp,http,SF,308,3222,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,http,SF,327,362,normal
0,tcp,http,SF,309,3222,normal
0,tcp,ftp_data,SF,1874,0,normal
0,tcp,http,SF,210,9076,normal
0,tcp,http,SF,300,14320,normal
31,tcp,ftp,SF,1486,4152,normal
0,tcp,http,SF,210,5756,normal
0,tcp,private,RSTR,0,0,portsweep
0,tcp,http,SF,247,2955,normal
0,tcp,ftp_data,SF,9,0,normal
0,tcp,uucp_path,S0,0,0,neptune
0,tcp,http,SF,342,2263,normal
0,icmp,ecr_i,SF,520,0,smurf
0,tcp,http,SF,319,38506,normal
0,tcp,http,SF,193,758,normal
0,udp,domain_u,SF,42,42,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,174,1733,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,http,SF,214,313,normal
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,567,0,normal
0,tcp,http,SF,221,2124,normal
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,ftp_data,S0,0,0,neptune
0,tcp,iso_tsap,S0,0,0,neptune
0,tcp,other,SF,7077,0,normal
0,tcp,http,SF,291,1098,normal
0,tcp,smtp,SF,1085,331,normal
0,icmp,eco_i,SF,30,0,normal
0,tcp,http,SF,273,3070,normal
0,tcp,http,SF,271,8654,normal
0,tcp,mtp,S0,0,0,neptune
0,tcp,smtp,SF,1413,386,normal
0,tcp,http,REJ,0,0,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,296,327,normal
0,tcp,private,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,private,S0,0,0,neptune
1,tcp,smtp,SF,855,332,normal
0,tcp,uucp_path,S0,0,0,neptune
0,tcp,telnet,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,323,2996,normal
0,tcp,http,SF,216,4894,normal
0,icmp,urp_i,SF,78,0,normal
0,tcp,ftp_data,RSTR,0,0,portsweep
3,tcp,telnet,SF,140,2810,normal
0,icmp,urp_i,SF,78,0,normal
0,udp,domain_u,SF,45,111,normal
0,tcp,smtp,SF,944,329,normal
0,tcp,time,S0,0,0,neptune
0,tcp,uucp_path,S0,0,0,neptune
1,tcp,telnet,SF,24,36,normal
0,tcp,daytime,S0,0,0,neptune
1,tcp,smtp,SF,1387,326,normal
0,tcp,http,SF,317,17733,normal
0,tcp,private,S0,0,0,neptune
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
17833,tcp,telnet,SF,5167,65909,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,http,SF,242,561,normal
0,tcp,http,REJ,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,500,8257,normal
0,tcp,http,SF,344,1247,normal
0,tcp,courier,S0,0,0,neptune
0,udp,private,SF,1,0,satan
0,tcp,http,SF,227,1047,normal
0,tcp,http,SF,235,2251,normal
69,tcp,http,SF,237,238,normal
0,udp,domain_u,SF,45,83,normal
0,tcp,http,SF,285,811,normal
0,tcp,gopher,S0,0,0,neptune
0,tcp,hostnames,S0,0,0,neptune
22,tcp,ftp,SF,326,1054,normal
0,tcp,http,SF,224,1540,normal
17,tcp,smtp,SF,9654,337,normal
0,tcp,csnet_ns,REJ,0,0,neptune
0,tcp,smtp,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,4539,0,normal
0,tcp,finger,SF,10,0,normal
20,tcp,smtp,SF,2261,332,normal
0,udp,domain_u,SF,45,133,normal
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,courier,S0,0,0,neptune
0,tcp,finger,SF,7,443,normal
0,tcp,daytime,S0,0,0,neptune
0,tcp,smtp,S1,125,235,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,iso_tsap,REJ,0,0,satan
0,udp,private,SF,28,0,teardrop
0,tcp,discard,S0,0,0,neptune
3924,udp,other,SF,146,105,normal
0,udp,domain_u,SF,44,136,normal
0,tcp,private,RSTR,0,0,portsweep
0,tcp,gopher,REJ,0,0,ipsweep
0,tcp,smtp,S0,0,0,normal
0,tcp,smtp,SF,129,237,normal
0,tcp,http,SF,212,2739,normal
0,tcp,private,S0,0,0,neptune
0,icmp,ecr_i,SF,520,0,smurf
0,udp,private,SF,105,147,normal
0,tcp,http,SF,201,1856,normal
0,udp,domain_u,SF,44,44,normal
0,tcp,netbios_ssn,S0,0,0,neptune
0,tcp,http,SF,196,17602,normal
0,tcp,http,SF,311,7128,normal
0,tcp,supdup,REJ,0,0,neptune
0,tcp,private,REJ,0,0,satan
0,udp,domain_u,SF,42,92,normal
0,tcp,name,REJ,0,0,neptune
0,udp,domain_u,SF,43,79,normal
1,tcp,smtp,SF,1535,326,normal
0,tcp,smtp,SF,755,280,normal
0,tcp,http,SF,214,12326,normal
0,udp,domain_u,SF,43,78,normal
0,udp,domain_u,SF,1,0,satan
0,tcp,http,SF,214,1718,normal
0,tcp,http,SF,195,9384,normal
0,udp,domain_u,SF,43,75,normal
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,finger,SF,10,139,normal
0,tcp,smtp,SF,2066,386,normal
0,tcp,ftp_data,SF,151,0,normal
0,tcp,private,REJ,0,0,neptune
0,udp,domain_u,SF,42,70,normal
0,tcp,http,SF,238,306,normal
0,tcp,ftp_data,SF,252,0,normal
0,tcp,http,S0,0,0,neptune
0,tcp,ssh,REJ,0,0,neptune
8035,udp,other,SF,145,105,normal
0,tcp,smtp,SF,1247,330,normal
0,tcp,ftp_data,S0,0,0,neptune
0,tcp,auth,SF,9,38,normal
0,tcp,gopher,S0,0,0,neptune
0,tcp,http,SF,213,1963,normal
0,tcp,smtp,S0,0,0,neptune
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,telnet,S0,0,0,neptune
2,tcp,telnet,SF,102,3741,normal
0,tcp,private,S0,0,0,neptune
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,ftp_data,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,private,REJ,0,0,ipsweep
0,tcp,efs,S0,0,0,neptune
0,tcp,http,SF,54540,8314,back
5,tcp,smtp,SF,2481,367,normal
0,tcp,http,SF,257,545,normal
0,tcp,Z39_50,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,exec,S0,0,0,neptune
0,tcp,private,REJ,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,287,2459,normal
0,tcp,daytime,S0,0,0,neptune
0,tcp,http,S0,0,0,neptune
0,icmp,eco_i,SF,30,0,normal
0,udp,private,SF,1,0,satan
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,281,744,normal
0,udp,domain_u,SF,43,69,normal
0,udp,private,SF,28,0,teardrop
0,tcp,private,S0,0,0,neptune
0,tcp,finger,S0,0,0,neptune
0,tcp,private,SH,0,0,nmap
0,tcp,http,SF,318,1342,normal
0,tcp,http,REJ,0,0,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,231,2775,normal
0,tcp,login,S0,0,0,neptune
0,tcp,http,SF,232,27728,normal
0,tcp,http,SF,226,298,normal
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,1339,0,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,SF,161,30205,normal
0,tcp,http,SF,295,741,normal
0,tcp,bgp,S0,0,0,neptune
0,udp,domain_u,SF,43,74,normal
0,tcp,http,SF,225,4257,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,SF,201,5606,normal
0,tcp,http,SF,279,3018,normal
0,tcp,http,SF,154,13386,normal
0,udp,domain_u,SF,44,135,normal
0,tcp,smtp,SF,781,334,normal
0,tcp,http,SF,202,1271,normal
27,tcp,ftp,SF,1529,4152,normal
0,tcp,http,S0,0,0,neptune
0,tcp,vmnet,S0,0,0,neptune
0,icmp,urp_i,SF,182,0,normal
0,tcp,private,REJ,0,0,ipsweep
0,tcp,private,REJ,0,0,satan
0,tcp,http,SF,255,2972,normal
0,tcp,ftp_data,SF,334,0,warezclient
0,tcp,telnet,RSTO,126,179,guess_passwd
0,tcp,telnet,RSTO,0,0,neptune
0,tcp,http,SF,301,9121,normal
0,tcp,http,SF,180,255639,normal
0,tcp,supdup,S0,0,0,neptune
0,tcp,http,SF,186,1310,normal
0,tcp,private,REJ,0,0,neptune
0,icmp,eco_i,SF,18,0,ipsweep
0,tcp,http,S0,0,0,neptune
0,tcp,http,SF,289,2536,normal
0,tcp,ftp_data,SF,201,0,normal
0,tcp,private,S0,0,0,neptune
0,tcp,private,REJ,0,0,ipsweep
0,udp,other,SF,113,0,normal
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,http,SF,211,339,normal
0,tcp,http,SF,335,951,normal
0,udp,domain_u,SF,46,82,normal
13,udp,domain_u,SF,24,42,normal
0,tcp,daytime,S0,0,0,neptune
0,tcp,name,S0,0,0,neptune
0,tcp,http,SF,207,318,normal
0,udp,private,SF,105,105,normal
0,tcp,http,SF,204,633,normal
0,tcp,daytime,S0,0,0,neptune
5,tcp,http,SF,339,279,normal
0,icmp,eco_i,SF,18,0,ipsweep
0,tcp,hostnames,S0,0,0,neptune
0,tcp,telnet,S0,0,0,neptune
0,tcp,sql_net,REJ,0,0,neptune
0,tcp,ftp_data,SF,9,0,normal
0,tcp,auth,S0,0,0,neptune
0,tcp,domain,S0,0,0,neptune
5,tcp,smtp,SF,951,330,normal
0,udp,private,SF,1,0,satan
0,tcp,http,SF,244,2316,normal
0,tcp,whois,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,http,SF,223,3270,normal
0,tcp,auth,REJ,0,0,normal
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,ctf,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,telnet,RSTO,126,179,guess_passwd
0,tcp,private,RSTR,0,0,portsweep
0,tcp,private,RSTR,0,0,portsweep
0,tcp,nnsp,S0,0,0,neptune
0,udp,domain_u,SF,45,73,normal
0,icmp,urp_i,SF,78,0,normal
0,tcp,http,SF,244,4633,normal
0,icmp,eco_i,SF,30,0,normal
0,tcp,telnet,S0,0,0,neptune
0,tcp,http,SF,209,312,normal
60,tcp,telnet,SF,87,225,normal
0,tcp,http,SF,209,3410,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,198,366,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,http,SF,205,13831,normal
0,tcp,klogin,REJ,0,0,neptune
0,tcp,whois,REJ,0,0,neptune
0,tcp,http,SF,252,1352,normal
0,tcp,http,SF,220,1918,normal
0,tcp,private,REJ,0,0,portsweep
0,tcp,ftp_data,REJ,0,0,neptune
0,tcp,http,SF,298,8673,normal
0,tcp,smtp,SF,601,286,normal
0,tcp,sunrpc,S0,0,0,neptune
0,tcp,ftp_data,SF,59,0,normal
0,tcp,http,SF,312,8056,normal
0,tcp,uucp,S0,0,0,neptune
0,udp,domain_u,SF,45,128,normal
0,udp,domain_u,SF,45,45,normal
0,tcp,efs,S0,0,0,neptune
0,tcp,csnet_ns,S0,0,0,neptune
0,tcp,systat,REJ,0,0,neptune
0,tcp,http,SF,304,1412,normal
0,tcp,exec,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,325,1817,normal
0,tcp,other,SF,3468,0,normal
0,tcp,http,SF,343,520,normal
0,tcp,http,SF,215,755,normal
0,tcp,whois,S0,0,0,neptune
0,tcp,http,SF,291,5415,normal
0,tcp,ctf,S0,0,0,neptune
0,tcp,http,SF,326,310,normal
0,icmp,ecr_i,SF,520,0,smurf
0,tcp,http,SF,231,1187,normal
0,icmp,eco_i,SF,30,0,normal
0,udp,domain_u,SF,45,135,normal
0,tcp,http,SF,198,11607,normal
2,tcp,smtp,SF,11378,1474,normal
0,tcp,http,SF,305,181,normal
0,tcp,http,SF,54540,8314,back
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,284,657,normal
0,tcp,http,SF,208,1645,normal
0,tcp,http,SF,231,7333,normal
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,http,SF,280,3727,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,S1,343,21900,normal
0,tcp,smtp,SF,2491,489,normal
1,tcp,smtp,SF,919,335,normal
0,tcp,http,REJ,0,0,normal
0,tcp,http,SF,220,2281,normal
0,tcp,ftp_data,S0,0,0,neptune
0,tcp,klogin,S0,0,0,neptune
0,tcp,http,SF,325,3983,normal
0,tcp,iso_tsap,S0,0,0,neptune
0,tcp,http,SF,230,2661,normal
0,tcp,Z39_50,S0,0,0,neptune
0,tcp,http,SF,305,2271,normal
0,tcp,http,SF,302,185,normal
0,tcp,http,SF,292,3740,normal
0,tcp,http,SF,54540,8314,back
0,tcp,ftp_data,SF,383,0,normal
0,tcp,iso_tsap,REJ,0,0,neptune
0,udp,domain_u,SF,31,91,normal
0,tcp,ftp_data,SF,26,0,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,Z39_50,S0,0,0,neptune
0,tcp,ctf,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,http,SF,231,5280,normal
0,tcp,http,SF,349,1719,normal
6522,udp,other,SF,146,105,normal
15624,udp,other,SF,146,105,normal
0,tcp,http,SF,232,14236,normal
0,tcp,ftp_data,SF,567,0,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,http,SF,306,8521,normal
0,icmp,ecr_i,SF,30,0,normal
0,tcp,smtp,SF,1029,327,normal
0,tcp,http,SF,299,3162,normal
0,tcp,ftp_data,SF,12,0,normal
0,tcp,private,REJ,0,0,satan
0,udp,domain_u,SF,45,45,normal
18,tcp,smtp,SF,1036,337,normal
0,tcp,daytime,S0,0,0,neptune
0,tcp,finger,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,ctf,S0,0,0,neptune
0,tcp,http,SF,250,273,normal
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,printer,S0,0,0,neptune
0,tcp,Z39_50,S0,0,0,neptune
0,tcp,ftp_data,SF,12324,0,normal
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,334,0,warezclient
0,tcp,http,SF,193,2969,normal
0,tcp,http,REJ,0,0,normal
0,tcp,name,S0,0,0,neptune
0,tcp,http,SF,256,466,normal
0,tcp,private,S0,0,0,neptune
0,tcp,echo,S0,0,0,neptune
0,tcp,http,SF,308,593,normal
0,tcp,http,SF,227,45024,normal
0,tcp,http,SF,166,27660,normal
0,tcp,bgp,S0,0,0,neptune
0,tcp,ftp_data,S0,0,0,neptune
0,icmp,ecr_i,SF,30,0,normal
0,tcp,http,S0,0,0,neptune
0,tcp,http,SF,220,314,normal
0,udp,domain_u,SF,45,45,normal
0,tcp,smtp,S0,0,0,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,REJ,0,0,normal
0,tcp,http,REJ,0,0,normal
0,tcp,telnet,S0,0,0,neptune
0,tcp,http,SF,189,4766,normal
18418,tcp,other,RSTR,1,0,portsweep
0,tcp,whois,S0,0,0,neptune
0,tcp,smtp,SF,845,384,normal
0,tcp,domain,S0,0,0,neptune
0,tcp,http,SF,214,1047,normal
0,tcp,http,SF,210,955,normal
0,tcp,uucp,S0,0,0,neptune
0,tcp,private,REJ,0,0,neptune
0,tcp,http,SF,222,613,normal
0,tcp,netbios_ns,REJ,0,0,neptune
0,tcp,http,SF,246,1484,normal
0,tcp,smtp,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,smtp,SF,4018,324,normal
0,tcp,auth,REJ,0,0,normal
0,tcp,http,SF,227,484,normal
0,tcp,echo,RSTO,0,0,neptune
12,tcp,ftp_data,SF,7045,0,warezclient
0,tcp,http,SF,239,775,normal
0,tcp,http,SF,226,1125,normal
0,tcp,http,SF,296,449,normal
0,tcp,netbios_ssn,REJ,0,0,neptune
0,udp,domain_u,SF,43,73,normal
0,tcp,private,REJ,0,0,neptune
0,icmp,eco_i,SF,8,0,ipsweep
0,udp,domain_u,SF,43,132,normal
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,http,SF,323,601,normal
0,tcp,http,SF,338,392,normal
0,tcp,klogin,S0,0,0,neptune
0,tcp,http,SF,286,915,normal
0,icmp,ecr_i,SF,64,0,normal
0,tcp,telnet,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,ssh,REJ,0,0,neptune
0,tcp,http,SF,209,2649,normal
0,icmp,eco_i,SF,8,0,ipsweep
15,tcp,smtp,SF,16711,368,normal
0,tcp,private,S0,0,0,neptune
0,udp,domain_u,SF,49,115,normal
0,udp,domain_u,SF,45,76,normal
0,tcp,nnsp,S0,0,0,neptune
0,tcp,finger,SF,6,135,normal
0,tcp,http,SF,385,361,normal
0,tcp,kshell,S0,0,0,neptune
27,tcp,ftp,SF,246,772,normal
0,icmp,eco_i,SF,8,0,nmap
0,tcp,http,SF,312,575,normal
28,tcp,ftp,SF,1498,4152,normal
0,tcp,private,SH,0,0,nmap
0,icmp,eco_i,SF,18,0,ipsweep
0,udp,domain_u,SF,44,132,normal
0,tcp,http,REJ,0,0,normal
0,udp,domain_u,SF,42,42,normal
0,udp,private,SF,28,0,teardrop
0,tcp,http,SF,163,1510,normal
1,tcp,smtp,SF,802,327,normal
0,tcp,telnet,S0,0,0,neptune
0,tcp,ftp_data,SF,245,0,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,udp,private,SF,1,0,satan
0,tcp,login,S0,0,0,neptune
0,tcp,http,SF,249,1875,normal
0,tcp,ftp_data,SF,15,0,normal
0,tcp,http,SF,172,3748,normal
0,tcp,http,SF,213,122,normal
0,tcp,http,SF,341,1229,normal
0,tcp,domain,REJ,0,0,neptune
0,tcp,private,REJ,0,0,neptune
0,tcp,ftp_data,SF,4189,0,normal
3,udp,domain_u,SF,111,34,normal
0,tcp,finger,S0,0,0,neptune
0,tcp,uucp,S0,0,0,neptune
0,tcp,http,SF,202,1352,normal
0,tcp,private,S0,0,0,neptune
0,tcp,name,S0,0,0,neptune
0,tcp,http,SF,335,580,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,306,574,normal
0,udp,domain_u,SF,127,44,normal
0,icmp,ecr_i,SF,520,0,smurf
0,tcp,private,S0,0,0,neptune
0,tcp,ctf,REJ,0,0,ipsweep
0,tcp,http,SF,222,724,normal
0,udp,domain_u,SF,52,105,normal
0,tcp,nntp,RSTO,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,ftp_data,SF,5319,0,normal
0,tcp,http,SF,0,180,normal
0,tcp,bgp,S0,0,0,neptune
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,ftp_data,SF,245,0,normal
0,icmp,eco_i,SF,8,0,nmap
0,tcp,http,SF,319,1338,normal
0,tcp,http,SF,282,1828,normal
0,tcp,http,SF,270,10699,normal
0,tcp,http,SF,396,4037,normal
1,tcp,smtp,SF,2146,332,normal
0,udp,domain_u,SF,30,30,normal
0,tcp,ftp,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,ftp,S0,0,0,neptune
0,tcp,http,SF,374,6410,normal
0,tcp,efs,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,ftp_data,SF,334,0,warezclient
0,tcp,http,SF,334,2488,normal
0,tcp,nnsp,REJ,0,0,neptune
0,tcp,http,SF,342,453,normal
0,tcp,private,S0,0,0,neptune
0,tcp,gopher,S0,0,0,neptune
0,tcp,daytime,S0,0,0,neptune
0,tcp,http,SF,244,9737,normal
0,tcp,ftp_data,SF,12165,0,normal
0,tcp,http,SF,273,5320,normal
0,tcp,finger,S0,0,0,neptune
0,tcp,http,S0,0,0,normal
0,tcp,hostnames,S0,0,0,neptune
0,tcp,http,SF,235,128,normal
0,tcp,ssh,S0,0,0,neptune
0,tcp,http,SF,271,732,normal
0,tcp,daytime,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,private,REJ,0,0,neptune
891,udp,other,SF,146,105,normal
0,tcp,smtp,SF,848,330,normal
0,udp,domain_u,SF,45,133,normal
0,tcp,auth,S0,0,0,neptune
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,334,382,normal
0,tcp,http,S0,0,0,neptune
0,tcp,finger,RSTO,0,0,neptune
0,tcp,http,SF,54540,8314,back
0,tcp,smtp,SF,2931,326,normal
0,tcp,private,RSTR,0,0,portsweep
0,tcp,http,SF,289,901,normal
0,tcp,http,SF,274,2592,normal
0,tcp,http,SF,217,1856,normal
0,tcp,http,SF,303,2991,normal
0,tcp,http,SF,205,649,normal
0,tcp,http,S0,0,0,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,SF,227,717,normal
0,tcp,http,S1,322,10220,normal
0,tcp,http,SF,229,7149,normal
0,tcp,uucp_path,S0,0,0,neptune
0,udp,domain_u,SF,71,44,normal
0,udp,private,SF,1,0,satan
0,icmp,eco_i,SF,8,0,nmap
14680,tcp,telnet,SF,4866,72771,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,SF,161,6684,normal
0,tcp,http,S0,0,0,neptune
0,udp,domain_u,SF,45,117,normal
0,tcp,efs,S0,0,0,neptune
0,tcp,http,SF,272,822,normal
0,tcp,http,SF,307,1492,normal
27,tcp,ftp,SF,1500,4152,normal
0,tcp,http,SF,312,396,normal
0,tcp,http,SF,233,275,normal
0,tcp,private,S0,0,0,neptune
0,tcp,netbios_dgm,S0,0,0,neptune
0,tcp,auth,S0,0,0,neptune
0,tcp,http,SF,336,354,normal
0,tcp,telnet,S0,0,0,neptune
0,tcp,http,SF,335,2370,normal
0,tcp,smtp,SF,1478,387,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,telnet,S0,0,0,neptune
0,tcp,http,REJ,0,0,normal
0,tcp,Z39_50,S0,0,0,neptune
0,tcp,ftp_data,SF,641,0,normal
0,tcp,ldap,S0,0,0,neptune
0,tcp,auth,SF,14,37,normal
0,udp,domain_u,SF,44,132,normal
0,tcp,private,RSTR,0,0,portsweep
0,tcp,telnet,S0,0,0,neptune
0,tcp,http,SF,222,7208,normal
0,icmp,ecr_i,SF,30,0,normal
0,tcp,supdup,S0,0,0,neptune
0,tcp,http,SF,320,2367,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,295,1408,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,260,7334,normal
0,udp,domain_u,SF,44,73,normal
0,tcp,discard,RSTO,0,0,neptune
1,tcp,ftp_data,SF,748,0,normal
0,udp,private,SF,207,0,nmap
0,tcp,http,SF,253,1721,normal
0,tcp,ssh,S0,0,0,neptune
0,tcp,bgp,S0,0,0,neptune
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,ftp_data,S0,0,0,neptune
0,tcp,private,REJ,0,0,satan
0,icmp,ecr_i,SF,1032,0,smurf
0,tcp,private,S0,0,0,neptune
0,udp,domain_u,SF,46,46,normal
0,udp,domain_u,SF,44,44,normal
0,tcp,http,SF,189,9345,normal
0,tcp,http,SF,160,10210,normal
0,tcp,IRC,S1,37681,40396,normal
0,tcp,smtp,SF,1162,333,normal
0,tcp,http,SF,323,343,normal
0,tcp,auth,SF,10,36,normal
0,tcp,ftp_data,SF,12,0,normal
0,tcp,uucp,S0,0,0,neptune
0,udp,domain_u,SF,75,43,normal
0,tcp,http,SF,306,309,normal
0,udp,private,SF,28,0,teardrop
0,tcp,http,SF,325,856,normal
0,icmp,ecr_i,SF,520,0,smurf
0,tcp,discard,S0,0,0,neptune
0,tcp,http,SF,176,925,normal
0,tcp,ftp_data,SF,1342,0,normal
0,tcp,http,SF,248,12635,normal
0,tcp,private,S0,0,0,neptune
0,tcp,private,RSTR,0,0,portsweep
0,tcp,auth,S0,0,0,neptune
0,tcp,http,SF,218,281,normal
0,tcp,ctf,S0,0,0,neptune
0,tcp,vmnet,S0,0,0,neptune
0,tcp,http,SF,263,5264,normal
0,tcp,private,S0,0,0,neptune
0,tcp,auth,S0,0,0,neptune
0,tcp,login,S0,0,0,neptune
0,udp,domain_u,SF,42,125,normal
0,tcp,http,SF,244,402,normal
0,tcp,http,SF,243,281,normal
0,tcp,http,SF,291,574,normal
0,tcp,private,REJ,0,0,neptune
0,tcp,smtp,SF,932,327,normal
0,icmp,eco_i,SF,8,0,ipsweep
0,tcp,http,SF,259,459,normal
0,tcp,http,REJ,0,0,normal
0,tcp,http,SF,374,1861,normal
0,tcp,ctf,S0,0,0,neptune
0,tcp,http,SF,277,13083,normal
0,tcp,auth,S0,0,0,neptune
0,tcp,systat,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,finger,SF,9,0,normal
0,udp,domain_u,SF,44,131,normal
0,tcp,private,S0,0,0,neptune
0,tcp,http,SF,348,14642,normal
0,tcp,private,S0,0,0,neptune
0,udp,domain_u,SF,45,45,normal
0,tcp,rje,S0,0,0,neptune
0,tcp,other,REJ,0,0,satan
0,tcp,private,REJ,0,0,satan
